,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile,nb_features
10,False,False,MLP,Serotonin,DHAP,negative,8,kendall,0.5,181
11,False,False,MLP,Spermidine,DHAP,negative,8,kendall,0.5,181
12,False,True,MLP,Succinic acid,DHAP,negative,8,kendall,0.5,181
13,False,False,MLP,TG 15:0-18:1-15:0,DHAP,negative,8,kendall,0.5,181
14,False,False,MLP,Tetrahydrofolic acid,DHAP,negative,8,kendall,0.5,181
15,False,False,MLP,Thiamine,DHAP,negative,8,kendall,0.5,181
0,True,True,MLP,Ureidosuccinic acid,DHAP,negative,9,kendall,0.5,181
1,True,True,MLP,Uric acid,DHAP,negative,9,kendall,0.5,181
2,True,True,MLP,Uridine diphosphate glucose,DHAP,negative,9,kendall,0.5,181
3,True,True,MLP,Uridine diphosphate glucuronic acid,DHAP,negative,9,kendall,0.5,181
4,True,True,MLP,Urocanic acid,DHAP,negative,9,kendall,0.5,181
5,True,False,MLP,Valine,DHAP,negative,9,kendall,0.5,181
6,True,True,MLP,Xanthine,DHAP,negative,9,kendall,0.5,181
7,True,False,MLP,cis-Aconitic acid,DHAP,negative,9,kendall,0.5,181
8,False,True,MLP,Thymine,DHAP,negative,9,kendall,0.5,181
9,False,True,MLP,Tyrosine,DHAP,negative,9,kendall,0.5,181
10,False,True,MLP,Uridine,DHAP,negative,9,kendall,0.5,181
11,False,False,MLP,Uridine diphosphate,DHAP,negative,9,kendall,0.5,181
12,False,True,MLP,Uridine diphosphate-N-acetylglucosamine,DHAP,negative,9,kendall,0.5,181
13,False,False,MLP,alpha-tocopherol,DHAP,negative,9,kendall,0.5,181
14,False,False,MLP,gamma-Aminobutyric acid,DHAP,negative,9,kendall,0.5,181
15,False,False,MLP,myo-Inositol,DHAP,negative,9,kendall,0.5,181
0,True,False,MLP,2-Oxoglutaric acid,DHAP,negative,0,kendall,0.6666666666666666,117
1,True,True,MLP,3-Hydroxymethylglutaric acid,DHAP,negative,0,kendall,0.6666666666666666,117
2,True,True,MLP,3-Phosphoglyceric acid,DHAP,negative,0,kendall,0.6666666666666666,117
3,True,True,MLP,"4,5-Dihydroorotic acid",DHAP,negative,0,kendall,0.6666666666666666,117
4,True,True,MLP,4-Hydroxyproline,DHAP,negative,0,kendall,0.6666666666666666,117
5,True,False,MLP,5-Hydroxyindoleacetic acid,DHAP,negative,0,kendall,0.6666666666666666,117
6,True,False,MLP,Adenosine monophosphate,DHAP,negative,0,kendall,0.6666666666666666,117
7,True,False,MLP,Arginine,DHAP,negative,0,kendall,0.6666666666666666,117
8,True,True,MLP,Argininosuccinic acid,DHAP,negative,0,kendall,0.6666666666666666,117
9,False,False,MLP,3-Hydroxyanthranilic acid,DHAP,negative,0,kendall,0.6666666666666666,117
10,False,True,MLP,6-Phosphogluconic acid,DHAP,negative,0,kendall,0.6666666666666666,117
11,False,False,MLP,Acetoacetic acid,DHAP,negative,0,kendall,0.6666666666666666,117
12,False,True,MLP,Acetyl-CoA,DHAP,negative,0,kendall,0.6666666666666666,117
13,False,False,MLP,Acetylcarnitine,DHAP,negative,0,kendall,0.6666666666666666,117
14,False,False,MLP,Acetylcholine,DHAP,negative,0,kendall,0.6666666666666666,117
15,False,False,MLP,Adenine,DHAP,negative,0,kendall,0.6666666666666666,117
16,False,False,MLP,Adenosine diphosphate,DHAP,negative,0,kendall,0.6666666666666666,117
17,False,False,MLP,Agmatine,DHAP,negative,0,kendall,0.6666666666666666,117
0,True,True,MLP,Ascorbic acid,DHAP,negative,1,kendall,0.6666666666666666,117
1,True,True,MLP,Asparagine,DHAP,negative,1,kendall,0.6666666666666666,117
2,True,True,MLP,Cardiolipin 18:1,DHAP,negative,1,kendall,0.6666666666666666,117
3,True,True,MLP,Carnosine,DHAP,negative,1,kendall,0.6666666666666666,117
4,True,True,MLP,Cer d8:1/22:0 Cer,DHAP,negative,1,kendall,0.6666666666666666,117
5,True,True,MLP,Cholic acid,DHAP,negative,1,kendall,0.6666666666666666,117
6,True,True,MLP,Citric acid,DHAP,negative,1,kendall,0.6666666666666666,117
7,True,False,MLP,Coenzyme A,DHAP,negative,1,kendall,0.6666666666666666,117
8,True,False,MLP,Creatine,DHAP,negative,1,kendall,0.6666666666666666,117
9,False,False,MLP,Aspartic acid,DHAP,negative,1,kendall,0.6666666666666666,117
10,False,True,MLP,Biotin,DHAP,negative,1,kendall,0.6666666666666666,117
11,False,False,MLP,Butyric acid,DHAP,negative,1,kendall,0.6666666666666666,117
12,False,False,MLP,Carnitine,DHAP,negative,1,kendall,0.6666666666666666,117
13,False,False,MLP,Cholecalciferol,DHAP,negative,1,kendall,0.6666666666666666,117
14,False,True,MLP,Cholesterol,DHAP,negative,1,kendall,0.6666666666666666,117
15,False,False,MLP,Cholesteryl acetate,DHAP,negative,1,kendall,0.6666666666666666,117
16,False,True,MLP,Cholesteryl ester 17:0,DHAP,negative,1,kendall,0.6666666666666666,117
0,True,False,MLP,Cyclic adenosine monophosphate,DHAP,negative,2,kendall,0.6666666666666666,117
1,True,False,MLP,Cysteine,DHAP,negative,2,kendall,0.6666666666666666,117
2,True,False,MLP,Dopamine,DHAP,negative,2,kendall,0.6666666666666666,117
3,True,True,MLP,Epinephrine,DHAP,negative,2,kendall,0.6666666666666666,117
4,True,True,MLP,"Fructose 1,6-bisphosphate",DHAP,negative,2,kendall,0.6666666666666666,117
5,True,True,MLP,GM3 Ganglioside 18:0,DHAP,negative,2,kendall,0.6666666666666666,117
6,True,True,MLP,GlcCer d18:1/18:0,DHAP,negative,2,kendall,0.6666666666666666,117
7,True,True,MLP,Gluconic acid,DHAP,negative,2,kendall,0.6666666666666666,117
8,False,False,MLP,Choline,DHAP,negative,2,kendall,0.6666666666666666,117
9,False,True,MLP,Citrulline,DHAP,negative,2,kendall,0.6666666666666666,117
10,False,False,MLP,Creatinine,DHAP,negative,2,kendall,0.6666666666666666,117
11,False,False,MLP,Cystine,DHAP,negative,2,kendall,0.6666666666666666,117
12,False,False,MLP,Cytidine,DHAP,negative,2,kendall,0.6666666666666666,117
13,False,False,MLP,Cytidine monophosphate,DHAP,negative,2,kendall,0.6666666666666666,117
14,False,True,MLP,Cytosine,DHAP,negative,2,kendall,0.6666666666666666,117
15,False,False,MLP,Dihydroxyacetone,DHAP,negative,2,kendall,0.6666666666666666,117
0,True,True,MLP,Glucosamine 6-phosphate,DHAP,negative,3,kendall,0.6666666666666666,117
1,True,False,MLP,Glucose,DHAP,negative,3,kendall,0.6666666666666666,117
2,True,True,MLP,Glucosyl cholesterol,DHAP,negative,3,kendall,0.6666666666666666,117
3,True,False,MLP,Glutamic acid,DHAP,negative,3,kendall,0.6666666666666666,117
4,True,True,MLP,Glutamine,DHAP,negative,3,kendall,0.6666666666666666,117
5,True,True,MLP,Glutathione,DHAP,negative,3,kendall,0.6666666666666666,117
6,True,True,MLP,Histidine,DHAP,negative,3,kendall,0.6666666666666666,117
7,True,True,MLP,Hypoxanthine,DHAP,negative,3,kendall,0.6666666666666666,117
8,False,False,MLP,Dihydroxyacetone phosphate,DHAP,negative,3,kendall,0.6666666666666666,117
9,False,False,MLP,Estradiol,DHAP,negative,3,kendall,0.6666666666666666,117
10,False,False,MLP,Flavin adenine dinucleotide,DHAP,negative,3,kendall,0.6666666666666666,117
11,False,True,MLP,Flavin mononucleotide,DHAP,negative,3,kendall,0.6666666666666666,117
12,False,False,MLP,Folic acid,DHAP,negative,3,kendall,0.6666666666666666,117
13,False,True,MLP,Fumaric acid,DHAP,negative,3,kendall,0.6666666666666666,117
14,False,False,MLP,Glucosamine,DHAP,negative,3,kendall,0.6666666666666666,117
15,False,False,MLP,Glucose 6-phosphate,DHAP,negative,3,kendall,0.6666666666666666,117
0,True,True,MLP,L-Dopa,DHAP,negative,4,kendall,0.6666666666666666,117
1,True,True,MLP,Lyso PA 18:1,DHAP,negative,4,kendall,0.6666666666666666,117
2,True,False,MLP,Lyso PC 15:0,DHAP,negative,4,kendall,0.6666666666666666,117
3,True,False,MLP,Lyso PE 18:0,DHAP,negative,4,kendall,0.6666666666666666,117
4,True,False,MLP,Lyso PG 16:0,DHAP,negative,4,kendall,0.6666666666666666,117
5,True,True,MLP,Lyso PI 17:1,DHAP,negative,4,kendall,0.6666666666666666,117
6,True,True,MLP,Lyso PS 17:1,DHAP,negative,4,kendall,0.6666666666666666,117
7,True,False,MLP,Malic acid,DHAP,negative,4,kendall,0.6666666666666666,117
8,False,True,MLP,Glycerol 3-phosphate,DHAP,negative,4,kendall,0.6666666666666666,117
9,False,False,MLP,Glycerophosphocholine,DHAP,negative,4,kendall,0.6666666666666666,117
10,False,False,MLP,Glycine,DHAP,negative,4,kendall,0.6666666666666666,117
11,False,False,MLP,Guanine,DHAP,negative,4,kendall,0.6666666666666666,117
12,False,False,MLP,Histamine,DHAP,negative,4,kendall,0.6666666666666666,117
13,False,True,MLP,Homocysteine,DHAP,negative,4,kendall,0.6666666666666666,117
14,False,True,MLP,Kynurenic acid,DHAP,negative,4,kendall,0.6666666666666666,117
15,False,False,MLP,Kynurenine,DHAP,negative,4,kendall,0.6666666666666666,117
0,True,False,MLP,Malonic acid,DHAP,negative,5,kendall,0.6666666666666666,117
1,True,True,MLP,Mevalonic acid,DHAP,negative,5,kendall,0.6666666666666666,117
2,True,False,MLP,N-Acetylaspartic acid,DHAP,negative,5,kendall,0.6666666666666666,117
3,True,True,MLP,N-Acetylaspartylglutamic acid,DHAP,negative,5,kendall,0.6666666666666666,117
4,True,False,MLP,N-Acetylgalactosamine 6-phosphate,DHAP,negative,5,kendall,0.6666666666666666,117
5,True,True,MLP,Nicotinic acid,DHAP,negative,5,kendall,0.6666666666666666,117
6,True,False,MLP,Orotic acid,DHAP,negative,5,kendall,0.6666666666666666,117
7,True,True,MLP,Oxidized glutathione,DHAP,negative,5,kendall,0.6666666666666666,117
8,False,True,MLP,Lactic acid,DHAP,negative,5,kendall,0.6666666666666666,117
9,False,True,MLP,MG 18:1,DHAP,negative,5,kendall,0.6666666666666666,117
10,False,False,MLP,Melatonin,DHAP,negative,5,kendall,0.6666666666666666,117
11,False,True,MLP,Methionine,DHAP,negative,5,kendall,0.6666666666666666,117
12,False,False,MLP,Myo-inositol 1-phosphate,DHAP,negative,5,kendall,0.6666666666666666,117
13,False,False,MLP,N-Acetylglucosamine,DHAP,negative,5,kendall,0.6666666666666666,117
14,False,False,MLP,"N6,N6,N6-Trimethyllysine",DHAP,negative,5,kendall,0.6666666666666666,117
15,False,False,MLP,Niacinamide,DHAP,negative,5,kendall,0.6666666666666666,117
0,True,True,MLP,PA 16:0-18:1,DHAP,negative,6,kendall,0.6666666666666666,117
1,True,False,MLP,PC (O) C16-18:1,DHAP,negative,6,kendall,0.6666666666666666,117
2,True,True,MLP,PE 18:0-20:4,DHAP,negative,6,kendall,0.6666666666666666,117
3,True,True,MLP,PG 16:0-18:1,DHAP,negative,6,kendall,0.6666666666666666,117
4,True,True,MLP,PI 16:0-18:1,DHAP,negative,6,kendall,0.6666666666666666,117
5,True,True,MLP,PI(5)P 18:1,DHAP,negative,6,kendall,0.6666666666666666,117
6,True,True,MLP,PS (POPS) 16:0-18:1,DHAP,negative,6,kendall,0.6666666666666666,117
7,True,True,MLP,Palmitoyl-CoA,DHAP,negative,6,kendall,0.6666666666666666,117
8,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),DHAP,negative,6,kendall,0.6666666666666666,117
9,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",DHAP,negative,6,kendall,0.6666666666666666,117
10,False,False,MLP,Nicotinamide riboside,DHAP,negative,6,kendall,0.6666666666666666,117
11,False,False,MLP,Nicotinamide ribotide,DHAP,negative,6,kendall,0.6666666666666666,117
12,False,False,MLP,Ornithine,DHAP,negative,6,kendall,0.6666666666666666,117
13,False,True,MLP,Oxalacetic acid,DHAP,negative,6,kendall,0.6666666666666666,117
14,False,True,MLP,PC 15:0-18:1,DHAP,negative,6,kendall,0.6666666666666666,117
15,False,False,MLP,Palmitic acid,DHAP,negative,6,kendall,0.6666666666666666,117
0,True,True,MLP,Pantetheine,DHAP,negative,7,kendall,0.6666666666666666,117
1,True,True,MLP,Pantothenic acid,DHAP,negative,7,kendall,0.6666666666666666,117
2,True,True,MLP,Phenylalanine,DHAP,negative,7,kendall,0.6666666666666666,117
3,True,False,MLP,Phylloquinone,DHAP,negative,7,kendall,0.6666666666666666,117
4,True,True,MLP,Proline,DHAP,negative,7,kendall,0.6666666666666666,117
5,True,True,MLP,Prostaglandin E1,DHAP,negative,7,kendall,0.6666666666666666,117
6,True,True,MLP,Pyridoxine,DHAP,negative,7,kendall,0.6666666666666666,117
7,True,True,MLP,Quinolinic acid,DHAP,negative,7,kendall,0.6666666666666666,117
8,False,True,MLP,Phosphocreatine,DHAP,negative,7,kendall,0.6666666666666666,117
9,False,False,MLP,Phosphoenolpyruvic acid,DHAP,negative,7,kendall,0.6666666666666666,117
10,False,False,MLP,Propionylcarnitine,DHAP,negative,7,kendall,0.6666666666666666,117
11,False,False,MLP,Putrescine,DHAP,negative,7,kendall,0.6666666666666666,117
12,False,False,MLP,Pyruvic acid,DHAP,negative,7,kendall,0.6666666666666666,117
13,False,False,MLP,Retinoic acid,DHAP,negative,7,kendall,0.6666666666666666,117
14,False,True,MLP,Ribulose,DHAP,negative,7,kendall,0.6666666666666666,117
15,False,False,MLP,S-Adenosylhomocysteine,DHAP,negative,7,kendall,0.6666666666666666,117
0,True,False,MLP,Riboflavin,DHAP,negative,8,kendall,0.6666666666666666,117
1,True,True,MLP,Ribulose 5-phosphate,DHAP,negative,8,kendall,0.6666666666666666,117
2,True,True,MLP,SM d18:1-16:0,DHAP,negative,8,kendall,0.6666666666666666,117
3,True,True,MLP,Sulfo GalCer 18:0(2S-OH),DHAP,negative,8,kendall,0.6666666666666666,117
4,True,False,MLP,Taurine,DHAP,negative,8,kendall,0.6666666666666666,117
5,True,True,MLP,Taurocholic acid,DHAP,negative,8,kendall,0.6666666666666666,117
6,True,True,MLP,Tryptophan,DHAP,negative,8,kendall,0.6666666666666666,117
7,True,True,MLP,Uracil,DHAP,negative,8,kendall,0.6666666666666666,117
8,False,False,MLP,S-Adenosylmethionine,DHAP,negative,8,kendall,0.6666666666666666,117
9,False,False,MLP,Serine,DHAP,negative,8,kendall,0.6666666666666666,117
10,False,False,MLP,Serotonin,DHAP,negative,8,kendall,0.6666666666666666,117
11,False,False,MLP,Spermidine,DHAP,negative,8,kendall,0.6666666666666666,117
12,False,True,MLP,Succinic acid,DHAP,negative,8,kendall,0.6666666666666666,117
13,False,True,MLP,TG 15:0-18:1-15:0,DHAP,negative,8,kendall,0.6666666666666666,117
14,False,False,MLP,Tetrahydrofolic acid,DHAP,negative,8,kendall,0.6666666666666666,117
15,False,False,MLP,Thiamine,DHAP,negative,8,kendall,0.6666666666666666,117
0,True,True,MLP,Ureidosuccinic acid,DHAP,negative,9,kendall,0.6666666666666666,117
1,True,False,MLP,Uric acid,DHAP,negative,9,kendall,0.6666666666666666,117
2,True,True,MLP,Uridine diphosphate glucose,DHAP,negative,9,kendall,0.6666666666666666,117
3,True,True,MLP,Uridine diphosphate glucuronic acid,DHAP,negative,9,kendall,0.6666666666666666,117
4,True,True,MLP,Urocanic acid,DHAP,negative,9,kendall,0.6666666666666666,117
5,True,False,MLP,Valine,DHAP,negative,9,kendall,0.6666666666666666,117
6,True,True,MLP,Xanthine,DHAP,negative,9,kendall,0.6666666666666666,117
7,True,False,MLP,cis-Aconitic acid,DHAP,negative,9,kendall,0.6666666666666666,117
8,False,True,MLP,Thymine,DHAP,negative,9,kendall,0.6666666666666666,117
9,False,True,MLP,Tyrosine,DHAP,negative,9,kendall,0.6666666666666666,117
10,False,True,MLP,Uridine,DHAP,negative,9,kendall,0.6666666666666666,117
11,False,False,MLP,Uridine diphosphate,DHAP,negative,9,kendall,0.6666666666666666,117
12,False,True,MLP,Uridine diphosphate-N-acetylglucosamine,DHAP,negative,9,kendall,0.6666666666666666,117
13,False,False,MLP,alpha-tocopherol,DHAP,negative,9,kendall,0.6666666666666666,117
14,False,False,MLP,gamma-Aminobutyric acid,DHAP,negative,9,kendall,0.6666666666666666,117
15,False,False,MLP,myo-Inositol,DHAP,negative,9,kendall,0.6666666666666666,117
0,True,False,MLP,2-Oxoglutaric acid,DHAP,negative,0,kendall,0.8333333333333333,57
1,True,True,MLP,3-Hydroxymethylglutaric acid,DHAP,negative,0,kendall,0.8333333333333333,57
2,True,True,MLP,3-Phosphoglyceric acid,DHAP,negative,0,kendall,0.8333333333333333,57
3,True,True,MLP,"4,5-Dihydroorotic acid",DHAP,negative,0,kendall,0.8333333333333333,57
4,True,True,MLP,4-Hydroxyproline,DHAP,negative,0,kendall,0.8333333333333333,57
5,True,False,MLP,5-Hydroxyindoleacetic acid,DHAP,negative,0,kendall,0.8333333333333333,57
6,True,True,MLP,Adenosine monophosphate,DHAP,negative,0,kendall,0.8333333333333333,57
7,True,False,MLP,Arginine,DHAP,negative,0,kendall,0.8333333333333333,57
8,True,True,MLP,Argininosuccinic acid,DHAP,negative,0,kendall,0.8333333333333333,57
9,False,False,MLP,3-Hydroxyanthranilic acid,DHAP,negative,0,kendall,0.8333333333333333,57
10,False,True,MLP,6-Phosphogluconic acid,DHAP,negative,0,kendall,0.8333333333333333,57
11,False,False,MLP,Acetoacetic acid,DHAP,negative,0,kendall,0.8333333333333333,57
12,False,True,MLP,Acetyl-CoA,DHAP,negative,0,kendall,0.8333333333333333,57
13,False,False,MLP,Acetylcarnitine,DHAP,negative,0,kendall,0.8333333333333333,57
14,False,False,MLP,Acetylcholine,DHAP,negative,0,kendall,0.8333333333333333,57
15,False,False,MLP,Adenine,DHAP,negative,0,kendall,0.8333333333333333,57
16,False,True,MLP,Adenosine diphosphate,DHAP,negative,0,kendall,0.8333333333333333,57
17,False,False,MLP,Agmatine,DHAP,negative,0,kendall,0.8333333333333333,57
0,True,True,MLP,Ascorbic acid,DHAP,negative,1,kendall,0.8333333333333333,57
1,True,False,MLP,Asparagine,DHAP,negative,1,kendall,0.8333333333333333,57
2,True,True,MLP,Cardiolipin 18:1,DHAP,negative,1,kendall,0.8333333333333333,57
3,True,True,MLP,Carnosine,DHAP,negative,1,kendall,0.8333333333333333,57
4,True,True,MLP,Cer d8:1/22:0 Cer,DHAP,negative,1,kendall,0.8333333333333333,57
5,True,True,MLP,Cholic acid,DHAP,negative,1,kendall,0.8333333333333333,57
6,True,True,MLP,Citric acid,DHAP,negative,1,kendall,0.8333333333333333,57
7,True,False,MLP,Coenzyme A,DHAP,negative,1,kendall,0.8333333333333333,57
8,True,False,MLP,Creatine,DHAP,negative,1,kendall,0.8333333333333333,57
9,False,False,MLP,Aspartic acid,DHAP,negative,1,kendall,0.8333333333333333,57
10,False,True,MLP,Biotin,DHAP,negative,1,kendall,0.8333333333333333,57
11,False,False,MLP,Butyric acid,DHAP,negative,1,kendall,0.8333333333333333,57
12,False,False,MLP,Carnitine,DHAP,negative,1,kendall,0.8333333333333333,57
13,False,False,MLP,Cholecalciferol,DHAP,negative,1,kendall,0.8333333333333333,57
14,False,True,MLP,Cholesterol,DHAP,negative,1,kendall,0.8333333333333333,57
15,False,False,MLP,Cholesteryl acetate,DHAP,negative,1,kendall,0.8333333333333333,57
16,False,True,MLP,Cholesteryl ester 17:0,DHAP,negative,1,kendall,0.8333333333333333,57
0,True,False,MLP,Cyclic adenosine monophosphate,DHAP,negative,2,kendall,0.8333333333333333,57
1,True,False,MLP,Cysteine,DHAP,negative,2,kendall,0.8333333333333333,57
2,True,False,MLP,Dopamine,DHAP,negative,2,kendall,0.8333333333333333,57
3,True,False,MLP,Epinephrine,DHAP,negative,2,kendall,0.8333333333333333,57
4,True,False,MLP,"Fructose 1,6-bisphosphate",DHAP,negative,2,kendall,0.8333333333333333,57
5,True,True,MLP,GM3 Ganglioside 18:0,DHAP,negative,2,kendall,0.8333333333333333,57
6,True,True,MLP,GlcCer d18:1/18:0,DHAP,negative,2,kendall,0.8333333333333333,57
7,True,True,MLP,Gluconic acid,DHAP,negative,2,kendall,0.8333333333333333,57
8,False,False,MLP,Choline,DHAP,negative,2,kendall,0.8333333333333333,57
9,False,True,MLP,Citrulline,DHAP,negative,2,kendall,0.8333333333333333,57
10,False,False,MLP,Creatinine,DHAP,negative,2,kendall,0.8333333333333333,57
11,False,False,MLP,Cystine,DHAP,negative,2,kendall,0.8333333333333333,57
12,False,False,MLP,Cytidine,DHAP,negative,2,kendall,0.8333333333333333,57
13,False,False,MLP,Cytidine monophosphate,DHAP,negative,2,kendall,0.8333333333333333,57
14,False,False,MLP,Cytosine,DHAP,negative,2,kendall,0.8333333333333333,57
15,False,False,MLP,Dihydroxyacetone,DHAP,negative,2,kendall,0.8333333333333333,57
0,True,True,MLP,Glucosamine 6-phosphate,DHAP,negative,3,kendall,0.8333333333333333,57
1,True,False,MLP,Glucose,DHAP,negative,3,kendall,0.8333333333333333,57
2,True,False,MLP,Glucosyl cholesterol,DHAP,negative,3,kendall,0.8333333333333333,57
3,True,True,MLP,Glutamic acid,DHAP,negative,3,kendall,0.8333333333333333,57
4,True,True,MLP,Glutamine,DHAP,negative,3,kendall,0.8333333333333333,57
5,True,True,MLP,Glutathione,DHAP,negative,3,kendall,0.8333333333333333,57
6,True,True,MLP,Histidine,DHAP,negative,3,kendall,0.8333333333333333,57
7,True,True,MLP,Hypoxanthine,DHAP,negative,3,kendall,0.8333333333333333,57
8,False,False,MLP,Dihydroxyacetone phosphate,DHAP,negative,3,kendall,0.8333333333333333,57
9,False,False,MLP,Estradiol,DHAP,negative,3,kendall,0.8333333333333333,57
10,False,False,MLP,Flavin adenine dinucleotide,DHAP,negative,3,kendall,0.8333333333333333,57
11,False,True,MLP,Flavin mononucleotide,DHAP,negative,3,kendall,0.8333333333333333,57
12,False,False,MLP,Folic acid,DHAP,negative,3,kendall,0.8333333333333333,57
13,False,True,MLP,Fumaric acid,DHAP,negative,3,kendall,0.8333333333333333,57
14,False,False,MLP,Glucosamine,DHAP,negative,3,kendall,0.8333333333333333,57
15,False,False,MLP,Glucose 6-phosphate,DHAP,negative,3,kendall,0.8333333333333333,57
0,True,True,MLP,L-Dopa,DHAP,negative,4,kendall,0.8333333333333333,57
1,True,False,MLP,Lyso PA 18:1,DHAP,negative,4,kendall,0.8333333333333333,57
2,True,False,MLP,Lyso PC 15:0,DHAP,negative,4,kendall,0.8333333333333333,57
3,True,False,MLP,Lyso PE 18:0,DHAP,negative,4,kendall,0.8333333333333333,57
4,True,False,MLP,Lyso PG 16:0,DHAP,negative,4,kendall,0.8333333333333333,57
5,True,True,MLP,Lyso PI 17:1,DHAP,negative,4,kendall,0.8333333333333333,57
6,True,True,MLP,Lyso PS 17:1,DHAP,negative,4,kendall,0.8333333333333333,57
7,True,True,MLP,Malic acid,DHAP,negative,4,kendall,0.8333333333333333,57
8,False,True,MLP,Glycerol 3-phosphate,DHAP,negative,4,kendall,0.8333333333333333,57
9,False,False,MLP,Glycerophosphocholine,DHAP,negative,4,kendall,0.8333333333333333,57
10,False,True,MLP,Glycine,DHAP,negative,4,kendall,0.8333333333333333,57
11,False,False,MLP,Guanine,DHAP,negative,4,kendall,0.8333333333333333,57
12,False,True,MLP,Histamine,DHAP,negative,4,kendall,0.8333333333333333,57
